instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name
721.0,2012-12-21,1.0,1.0,12.0,0.0,5.0,1.0,2.0,0.326667,0.301767,0.556667,0.374383,221.0,3402.0,3623.0,Spring
722.0,2012-12-22,1.0,1.0,12.0,0.0,6.0,0.0,1.0,0.265833,0.236113,0.44125,0.38061125,205.0,1544.0,1749.0,Spring
723.0,2012-12-23,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.245833,0.259471,0.515417,0.133083,408.0,1379.0,1787.0,Spring
724.0,2012-12-24,1.0,1.0,12.0,0.0,1.0,1.0,2.0,0.231304,0.2589,0.791304,0.0772304,174.0,746.0,920.0,Spring
725.0,2012-12-25,1.0,1.0,12.0,0.0,2.0,0.0,2.0,0.291304,0.294465,0.734783,0.168726,440.0,573.0,1013.0,Spring
726.0,2012-12-26,1.0,1.0,12.0,0.0,3.0,1.0,3.0,0.243333,0.220333,0.823333,0.316546,9.0,432.0,441.0,Spring
727.0,2012-12-27,1.0,1.0,12.0,0.0,4.0,1.0,2.0,0.254167,0.226642,0.652917,0.350133,247.0,1867.0,2114.0,Spring
728.0,2012-12-28,1.0,1.0,12.0,0.0,5.0,1.0,2.0,0.253333,0.255046,0.59,0.155471,644.0,2451.0,3095.0,Spring
729.0,2012-12-29,1.0,1.0,12.0,0.0,6.0,0.0,2.0,0.253333,0.2424,0.752917,0.124383,159.0,1182.0,1341.0,Spring
730.0,2012-12-30,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.255833,0.2317,0.483333,0.350754,364.0,1432.0,1796.0,Spring
731.0,2012-12-31,1.0,1.0,12.0,0.0,1.0,1.0,2.0,0.215833,0.223487,0.5775,0.154846,439.0,2290.0,2729.0,Spring
